['羽毛球集锦', ['羽毛球', '集锦', '空', '空', '空'], ['体育其它', '体育类'], ['中央电视台体育频道']]
['打狗棍', ['打狗棍', '空', '空', '空', '空'], ['近代传奇', '电视剧类'], ['中央电视台新闻综合频道']]
['传家宝', ['传家宝', '空', '空', '空', '空'], ['财经类', '收藏/鉴宝'], ['中央电视台新闻综合频道']]
['天山大讲堂', ['天山', '大讲堂', '空', '空', '空'], ['教学类', '课堂/讲座'], ['新疆电视台汉语卫视频道']]
['大力神', ['大力神', '空', '空', '空', '空'], ['其它国家电影', '电影类'], ['中央电视台电影频道']]
['天使生命处方', ['天使', '生命', '处方', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['豺狼入室', ['豺狼', '入室', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['走近科学', ['走近', '科学', '空', '空', '空'], ['科普', '专题类'], ['中央电视台科教频道']]
['乐乐熊奇幻追踪', ['乐乐', '熊', '奇幻', '追踪', '空'], ['电影其它', '电影类'], ['中央电视台电影频道']]
['战狼', ['战狼', '空', '空', '空', '空'], ['战争', '内地电影'], ['中央电视台电影频道']]
['活该你单身', ['活该', '你', '单身', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['谁是幸存者', ['谁', '是', '幸存者', '空', '空'], ['专题类', '专题其它'], ['安徽广播电视台卫视频道']]
['浅蓝深蓝', ['浅蓝', '深蓝', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['中国好商机', ['中国', '好', '商机', '空', '空'], ['财经类', '财经其它'], ['陕西电视台卫视频道']]
['晚间报道', ['晚间', '报道', '空', '空', '空'], ['新闻/时事类', '综合新闻'], ['内蒙古电视台卫视频道']]
['真心英雄', ['真心', '英雄', '空', '空', '空'], ['真人秀', '综艺类'], ['江苏电视台新闻综合卫视频道']]
['犯罪本能', ['犯罪', '本能', '空', '空', '空'], ['其它国家电影', '电影类'], ['中央电视台电影频道']]
['河西除霸', ['河西', '除霸', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['大抗战', ['大', '抗战', '空', '空', '空'], ['专题类', '专题片'], ['广东电视台卫视频道']]
['越淘越开心', ['越', '淘越', '开心', '空', '空'], ['美容/服饰', '生活服务类'], ['湖南广播电视台卫视频道']]
['木木部落', ['木木', '部落', '空', '空', '空'], ['动画', '青少类'], ['福建电视台东南卫视频道']]
['播放故障', ['播放', '故障', '空', '空', '空'], ['其它类', '其它'], ['福建电视台东南卫视频道']]
['第一首映', ['第一', '首映', '空', '空', '空'], ['电影其它', '电影类'], ['宁夏电视台卫视频道']]
['财经全视角', ['财经', '全', '视角', '空', '空'], ['其它类', '广告'], ['宁夏电视台卫视频道']]
['中国汉字听写大会', ['中国', '汉字', '听写', '大会', '空'], ['专题类', '竞赛'], ['中央电视台科教频道']]
['蝴蝶行动', ['蝴蝶', '行动', '空', '空', '空'], ['反特/谍战', '电视剧类'], ['青海电视台卫视频道']]
['咱们穿越吧', ['咱们', '穿越', '吧', '空', '空'], ['真人秀', '综艺类'], ['四川广播电视台卫视频道']]
['薛丁山', ['薛丁山', '空', '空', '空', '空'], ['民间传奇', '电视剧类'], ['内蒙古电视台卫视频道']]
['马上有喜', ['马上', '有喜', '空', '空', '空'], ['其它类', '其它'], ['河北电视台卫视频道']]
['中国新闻', ['中国', '新闻', '空', '空', '空'], ['新闻/时事类', '综合新闻'], ['中央电视台中文国际频道亚洲版']]
['欧冠联赛', ['欧冠', '联赛', '空', '空', '空'], ['足球', '体育类'], ['中央电视台体育频道']]
['超级战舰', ['超级', '战舰', '空', '空', '空'], ['其它国家电影', '电影类'], ['中央电视台电影频道']]
['Discovery探索', ['Discovery', '探索', '空', '空', '空'], ['科普', '专题类'], ['BTV-青年']]
['西藏', ['西藏', '空', '空', '空', '空'], ['专题类', '专题片'], ['北京卫视']]
['铁血壮士', ['铁血', '壮士', '空', '空', '空'], ['战争', '电视剧类'], ['吉林电视台卫视频道']]
['罗生特大夫', ['罗生特', '大夫', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['武汉网球公开赛', ['武汉', '网球', '公开赛', '空', '空'], ['网球', '体育类'], ['中央电视台体育频道']]
['熊出没之冬日乐翻天', ['熊出没', '之', '冬日', '乐翻天', '空'], ['动画', '青少类'], ['中央电视台新闻综合频道']]
['国歌', ['国歌', '空', '空', '空', '空'], ['音乐其它', '音乐类'], ['BTV-影视']]
['生活面对面', ['生活', '面对面', '空', '空', '空'], ['专题类', '访谈'], ['BTV-生活']]
['金星秀', ['金星', '秀', '空', '空', '空'], ['专题类', '综艺其它'], ['上海广播电视台东方卫视频道']]
['科技与健康胃肠道里有神医共同探寻人体内神奇的微生物世界', ['科技', '与', '健康', '胃肠道', '里'], ['其它类', '广告'], ['天津广播电视台卫视频道']]
['天下足球', ['天下足球', '空', '空', '空', '空'], ['体育专题', '体育类'], ['中央电视台体育频道']]
['健康到家', ['健康', '到家', '空', '空', '空'], ['健康', '生活服务类'], ['BTV-生活']]
['张子健解密飞虎队', ['张子健', '解密', '飞虎队', '空', '空'], ['电视剧其它', '电视剧类'], ['云南电视台卫视频道']]
['神秘的西夏', ['神秘', '的', '西夏', '空', '空'], ['专题类', '专题片'], ['宁夏电视台卫视频道']]
['法眼看剧', ['法', '眼看', '剧', '空', '空'], ['法治类', '法治纪实'], ['BTV-财经']]
['导视快报', ['导视', '快报', '空', '空', '空'], ['生活服务类', '导视'], ['江西电视台卫视频道']]
['熊出没之春日对对碰', ['熊出没', '之', '春日', '对对碰', '空'], ['动画', '青少类'], ['中央电视台新闻综合频道']]
['潜伏', ['潜伏', '空', '空', '空', '空'], ['反特/谍战', '电视剧类'], ['BTV-影视']]
['狼族少年', ['狼族', '少年', '空', '空', '空'], ['亚洲国家电影', '电影类'], ['中央电视台电影频道']]
['微电影故事汇', ['微', '电影', '故事', '汇', '空'], ['专题类', '专题其它'], ['BTV-新闻']]
['广西新闻', ['广西', '新闻', '空', '空', '空'], ['新闻/时事类', '综合新闻'], ['广西电视台卫视频道']]
['早安山东', ['早安', '山东', '空', '空', '空'], ['新闻/时事类', '综合新闻'], ['山东电视台卫星频道']]
['黑雪', ['黑雪', '空', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['热武青春', ['热武', '青春', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['铁道游击队', ['铁道', '游击队', '空', '空', '空'], ['战争', '内地电影'], ['内蒙古电视台卫视频道']]
['女足世界杯', ['女足', '世界杯', '空', '空', '空'], ['足球', '体育类'], ['中央电视台体育频道']]
['一个鬼子都不留第二部', ['一个', '鬼子', '都', '不留', '第二部'], ['战争', '电视剧类'], ['BTV-科教']]
['中华好诗词', ['中华', '好', '诗词', '空', '空'], ['益智/竞猜游戏', '综艺其它'], ['河北电视台卫视频道']]
['少林寺传奇', ['少林寺', '传奇', '空', '空', '空'], ['武侠', '电视剧类'], ['湖北电视台卫视频道']]
['卢沟音碑', ['卢沟', '音碑', '空', '空', '空'], ['音乐其它', '音乐类'], ['BTV-文艺']]
['马永贞', ['马永贞', '空', '空', '空', '空'], ['港澳台电影', '电影类'], ['中央电视台电影频道']]
['新年行动', ['新年', '行动', '空', '空', '空'], ['亚洲国家电影', '电影类'], ['中央电视台电影频道']]
['美丽家园', ['美丽', '家园', '空', '空', '空'], ['其它类', '其它'], ['中央电视台电影频道']]
['神行太保', ['神行太保', '空', '空', '空', '空'], ['港澳台电影', '电影类'], ['BTV-影视']]
['花心大少', ['花心', '大少', '空', '空', '空'], ['港澳台电影', '电影类'], ['中央电视台电影频道']]
['创业英雄汇', ['创业', '英雄', '汇', '空', '空'], ['投资/理财', '财经类'], ['中央电视台财经频道']]
['百草奇缘', ['百草', '奇缘', '空', '空', '空'], ['电影其它', '电影类'], ['江西电视台卫视频道']]
['冷暖人生', ['冷暖', '人生', '空', '空', '空'], ['栏目剧', '电视剧类'], ['黑龙江电视台卫视频道']]
['非常幽默', ['非常', '幽默', '空', '空', '空'], ['综艺其它', '综艺类'], ['BTV-科教']]
['木奇灵之绿影战灵', ['木奇灵', '之', '绿影', '战灵', '空'], ['动画', '青少类'], ['宁夏电视台卫视频道']]
['法律讲堂文史版', ['法律', '讲堂', '文史', '版', '空'], ['法治类', '法治专题'], ['中央电视台社会与法']]
['生活2015', ['生活', '2015', '空', '空', '空'], ['生活服务类', '生活服务其它'], ['BTV-生活']]
['人物', ['人物', '空', '空', '空', '空'], ['专题类', '专题片'], ['中央电视台科教频道']]
['红番区', ['红番区', '空', '空', '空', '空'], ['港澳台电影', '电影类'], ['中央电视台电影频道']]
['醉美人生', ['醉美', '人生', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['直播全球', ['直播', '全球', '空', '空', '空'], ['新闻/时事类', '综合新闻'], ['广东电视台卫视频道']]
['超级团购帮', ['超级', '团购', '帮', '空', '空'], ['其它类', '广告'], ['天津广播电视台卫视频道']]
['星光璀璨系列节目', ['星光', '璀璨', '系列', '节目', '空'], ['音乐类', '演唱会'], ['中央电视台音乐频道']]
['我家有明星', ['我家', '有', '明星', '空', '空'], ['综艺其它', '真人秀'], ['BTV-文艺']]
['末代福晋', ['末代', '福晋', '空', '空', '空'], ['内地电影', '电影类'], ['四川广播电视台卫视频道']]
['美丽开讲了', ['美丽', '开讲', '了', '空', '空'], ['其它类', '广告'], ['重庆电视台卫视频道']]
['太极张三丰', ['太极', '张三丰', '空', '空', '空'], ['港澳台电影', '电影类'], ['中央电视台电影频道']]
['极限救援', ['极限', '救援', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['星夜故事', ['星夜', '故事', '空', '空', '空'], ['专题类', '访谈'], ['BTV-文艺']]
['中国新声代', ['中国', '新声', '代', '空', '空'], ['真人秀', '青少综艺'], ['湖南广播电视台金鹰卡通频道']]
['节目预告', ['节目预告', '空', '空', '空', '空'], ['生活服务类', '导视'], ['中央电视台戏曲频道']]
['美人三嫁', ['美人', '三嫁', '空', '空', '空'], ['内地电影', '电影类'], ['四川广播电视台卫视频道']]
['绝命航班', ['绝命', '航班', '空', '空', '空'], ['其它国家电影', '电影类'], ['中央电视台电影频道']]
['城市之间', ['城市', '之间', '空', '空', '空'], ['体育其它', '体育类'], ['中央电视台体育频道']]
['迷途英雄', ['迷途', '英雄', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['冲出月亮岛', ['冲出', '月亮', '岛', '空', '空'], ['战争', '电视剧类'], ['BTV-影视']]
['西游记之大闹天宫', ['西游记', '之', '大闹天宫', '空', '空'], ['港澳台电影', '电影类'], ['中央电视台新闻综合频道']]
['制服', ['制服', '空', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['别叫我兄弟', ['别', '叫', '我', '兄弟', '空'], ['社会伦理', '电视剧类'], ['四川广播电视台卫视频道']]
['环球交叉点', ['环球', '交叉点', '空', '空', '空'], ['新闻/时事类', '新闻评述'], ['上海广播电视台东方卫视频道']]
['歌曲', ['歌曲', '空', '空', '空', '空'], ['音乐其它', '音乐类'], ['中央电视台综艺频道']]
['迷情世家', ['迷情', '世家', '空', '空', '空'], ['内地电影', '电影类'], ['四川广播电视台卫视频道']]
['绝密使命', ['绝密', '使命', '空', '空', '空'], ['内地电影', '电影类'], ['四川广播电视台卫视频道']]
['博物馆之夜', ['博物馆', '之夜', '空', '空', '空'], ['专题类', '专题其它'], ['中国教育电视台综合教育频道']]
['上菜', ['上菜', '空', '空', '空', '空'], ['生活服务类', '饮食'], ['BTV-生活']]
['温布尔登网球公开赛', ['温布尔登', '网球', '公开赛', '空', '空'], ['网球', '体育类'], ['中央电视台体育频道']]
['音乐涂鸦乐园', ['音乐', '涂鸦', '乐园', '空', '空'], ['青少专题', '青少类'], ['嘉佳卡通']]
['一鸣惊人', ['一鸣惊人', '空', '空', '空', '空'], ['戏剧其它', '综艺类'], ['中央电视台戏曲频道']]
['世界羽毛球锦标赛', ['世界', '羽毛球', '锦标赛', '空', '空'], ['羽毛球', '体育类'], ['中央电视台体育频道']]
['三笑', ['三笑', '空', '空', '空', '空'], ['电影其它', '港澳台电影'], ['中央电视台戏曲频道']]
['泰山功夫', ['泰山', '功夫', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['寒战', ['寒战', '空', '空', '空', '空'], ['港澳台电影', '电影类'], ['中央电视台电影频道']]
['文化之约', ['文化', '之约', '空', '空', '空'], ['专题类', '专题其它'], ['BTV-文艺']]
['快乐生活一点通', ['快乐', '生活', '一点', '通', '空'], ['生活服务类', '生活常识'], ['BTV-生活']]
['央视财经评论', ['央视', '财经', '评论', '空', '空'], ['财经专题', '财经类'], ['中央电视台财经频道']]
['封神英雄榜', ['封神', '英雄榜', '空', '空', '空'], ['神怪玄幻', '电视剧类'], ['中国教育电视台综合教育频道']]
['第一房产', ['第一', '房产', '空', '空', '空'], ['家居/房产', '生活服务类'], ['BTV-生活']]
['时尚健康', ['时尚', '健康', '空', '空', '空'], ['健康', '生活服务类'], ['深圳市电视台卫视频道']]
['燃烧', ['燃烧', '空', '空', '空', '空'], ['战争', '电视剧类'], ['BTV-影视']]
['书香北京', ['书香', '北京', '空', '空', '空'], ['专题类', '访谈'], ['BTV-青年']]
['电梯惊魂', ['电梯', '惊魂', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['这里的黎明静悄悄', ['这里', '的', '黎明', '静悄悄', '空'], ['其它国家电影', '电影类'], ['中央电视台电影频道']]
['旅游风景区天气预报', ['旅游', '风景区', '天气预报', '空', '空'], ['天气预报', '生活服务类'], ['四川广播电视台卫视频道']]
['绝路逢生', ['绝路逢生', '空', '空', '空', '空'], ['反特/谍战', '电视剧类'], ['BTV-影视']]
['风再起时', ['风再起', '时', '空', '空', '空'], ['警匪', '电视剧类'], ['BTV-影视']]
['MAJORSUIT大咖秀', ['MAJORSUIT', '大', '咖秀', '空', '空'], ['其它类', '广告'], ['新疆电视台汉语卫视频道']]
['才高八斗', ['才高八斗', '空', '空', '空', '空'], ['财经类', '收藏/鉴宝'], ['BTV-财经']]
['钢琴课', ['钢琴课', '空', '空', '空', '空'], ['其它国家电影', '电影类'], ['中央电视台电影频道']]
['买房夫妻', ['买房', '夫妻', '空', '空', '空'], ['都市生活', '电视剧类'], ['BTV-影视']]
['葫芦兄弟', ['葫芦兄弟', '空', '空', '空', '空'], ['动画', '青少类'], ['中央电视台少儿频道']]
['深度观察', ['深度', '观察', '空', '空', '空'], ['专题类', '专题其它'], ['江西电视台卫视频道']]
['愤怒的小孩', ['愤怒', '的', '小孩', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['电视剧花絮', ['电视剧', '花絮', '空', '空', '空'], ['电视剧其它', '电视剧类'], ['天津广播电视台卫视频道']]
['一夜惊喜', ['一夜', '惊喜', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['线人', ['线', '人', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['特警力量', ['特警', '力量', '空', '空', '空'], ['军旅生活', '电视剧类'], ['湖南广播电视台卫视频道']]
['蜀山传', ['蜀山', '传', '空', '空', '空'], ['港澳台电影', '电影类'], ['广东电视台卫视频道']]
['杨贵妃', ['杨贵妃', '空', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['天下财经', ['天下', '财经', '空', '空', '空'], ['财经类', '股市行情'], ['BTV-财经']]
['走近中国消防', ['走近', '中国', '消防', '空', '空'], ['专题类', '专题其它'], ['重庆电视台卫视频道']]
['世界斯诺克中国公开赛', ['世界', '斯诺克', '中国', '公开赛', '空'], ['台球', '体育类'], ['中央电视台体育频道']]
['特别关注', ['特别', '关注', '空', '空', '空'], ['新闻/时事类', '综合新闻'], ['北京卫视']]
['防务新时空', ['防务', '新时空', '空', '空', '空'], ['专题类', '军事'], ['上海广播电视台东方卫视频道']]
['文化中国的故事', ['文化', '中国', '的', '故事', '空'], ['专题类', '专题片'], ['浙江电视台卫视频道']]
['青春之歌', ['青', '春之歌', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['方世玉续集谁与争锋', ['方世玉', '续集', '谁', '与', '争锋'], ['港澳台电影', '电影类'], ['中央电视台电影频道']]
['中华民族', ['中华民族', '空', '空', '空', '空'], ['专题类', '专题片'], ['中央电视台新闻综合频道']]
['探索地球村第四部', ['探索', '地球村', '第四部', '空', '空'], ['动画', '青少类'], ['中央电视台少儿频道']]
['幸福请你等等我', ['幸福', '请', '你', '等等', '我'], ['都市生活', '电视剧类'], ['河南电视台卫视频道']]
['非同寻藏', ['非同', '寻藏', '空', '空', '空'], ['其它类', '广告'], ['河北电视台卫视频道']]
['唐琅探案', ['唐琅', '探案', '空', '空', '空'], ['悬疑', '电视剧类'], ['中央电视台社会与法']]
['罗塞拉第二部', ['罗', '塞拉', '第二部', '空', '空'], ['爱情言情', '电视剧类'], ['中央电视台电视剧频道']]
['飞跃羚羊', ['飞跃', '羚羊', '空', '空', '空'], ['港澳台电影', '电影类'], ['重庆电视台卫视频道']]
['新视野', ['新视野', '空', '空', '空', '空'], ['新闻/时事类', '综合新闻'], ['云南电视台卫视频道']]
['血色深宅', ['血色', '深宅', '空', '空', '空'], ['内地电影', '电影类'], ['广东电视台卫视频道']]
['我的纪录片和爸爸在一起', ['我', '的', '纪录片', '和', '爸爸'], ['专题类', '专题片'], ['湖南广播电视台卫视频道']]
['数说北京', ['数说', '北京', '空', '空', '空'], ['专题类', '专题其它'], ['BTV-财经']]
['非常完美', ['非常', '完美', '空', '空', '空'], ['择偶', '真人秀'], ['贵州电视台卫视频道']]
['门徒', ['门徒', '空', '空', '空', '空'], ['港澳台电影', '电影类'], ['中央电视台电影频道']]
['神犬小七', ['神犬小七', '空', '空', '空', '空'], ['都市生活', '电视剧类'], ['湖南广播电视台卫视频道']]
['纵情歌唱', ['纵情歌唱', '空', '空', '空', '空'], ['音乐类', '演唱会'], ['中央电视台音乐频道']]
['德甲联赛', ['德甲联赛', '空', '空', '空', '空'], ['足球', '体育类'], ['中央电视台体育频道']]
['中国记忆', ['中国', '记忆', '空', '空', '空'], ['专题类', '专题其它'], ['中央电视台科教频道']]
['还魂之迷失曼谷', ['还魂', '之', '迷失', '曼谷', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['原来是美男第二部', ['原来', '是', '美', '男', '第二部'], ['青春', '电视剧类'], ['BTV-影视']]
['德国超级杯足球赛', ['德国', '超级', '杯', '足球赛', '空'], ['足球', '体育类'], ['中央电视台体育频道']]
['精武真英雄', ['精武', '真', '英雄', '空', '空'], ['港澳台电影', '电影类'], ['中央电视台电影频道']]
['拯救千手观音特别新闻直播', ['拯救', '千手观音', '特别', '新闻', '直播'], ['专题类', '专题其它'], ['重庆电视台卫视频道']]
['夜幕下的哈尔滨', ['夜幕', '下', '的', '哈尔滨', '空'], ['反特/谍战', '电视剧类'], ['中央电视台戏曲频道']]
['中国政策论坛', ['中国', '政策', '论坛', '空', '空'], ['财经专题', '财经类'], ['中央电视台财经频道']]
['精灵梦叶罗丽', ['精灵', '梦叶罗丽', '空', '空', '空'], ['动画', '青少类'], ['湖南广播电视台金鹰卡通频道']]
['卫视气象站', ['卫视', '气象站', '空', '空', '空'], ['天气预报', '生活服务类'], ['湖南广播电视台卫视频道']]
['我的一本课外书', ['我', '的', '一本', '课外书', '空'], ['青少综艺', '青少类'], ['中央电视台科教频道']]
['妈妈咪呀', ['妈妈', '咪', '呀', '空', '空'], ['真人秀', '综艺类'], ['上海广播电视台东方卫视频道']]
['牛郎织女', ['牛郎织女', '空', '空', '空', '空'], ['地方戏曲', '戏剧类'], ['中央电视台戏曲频道']]
['梨园春', ['梨园春', '空', '空', '空', '空'], ['戏剧其它', '戏剧类'], ['河南电视台卫视频道']]
['孔雀王朝', ['孔雀', '王朝', '空', '空', '空'], ['港澳台电影', '电影类'], ['中央电视台电影频道']]
['全球中文音乐榜上榜', ['全球中文', '音乐榜', '上榜', '空', '空'], ['音乐其它', '音乐类'], ['中央电视台音乐频道']]
['志青春青年音乐节', ['志', '青春', '青年', '音乐节', '空'], ['音乐类', '演唱会'], ['深圳市电视台卫视频道']]
['国庆戏曲曲艺演唱会', ['国庆', '戏曲', '曲艺', '演唱会', '空'], ['戏曲晚会', '戏剧类'], ['中央电视台戏曲频道']]
['南宁国际民歌艺术节', ['南宁', '国际', '民歌', '艺术节', '空'], ['音乐类', '演唱会'], ['广西电视台卫视频道']]
['乾隆与三姑娘', ['乾隆', '与', '三', '姑娘', '空'], ['港澳台电影', '电影类'], ['BTV-影视']]
['断奶', ['断奶', '空', '空', '空', '空'], ['都市生活', '电视剧类'], ['河北电视台卫视频道']]
['功夫梦', ['功夫', '梦', '空', '空', '空'], ['其它国家电影', '电影类'], ['BTV-影视']]
['玩命双雄', ['玩命', '双雄', '空', '空', '空'], ['其它国家电影', '电影类'], ['中央电视台电影频道']]
['人参', ['人参', '空', '空', '空', '空'], ['专题类', '专题片'], ['吉林电视台卫视频道']]
['柳堡的故事', ['柳堡', '的', '故事', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['我是演说家', ['我', '是', '演说家', '空', '空'], ['真人秀', '综艺类'], ['北京电视台高清频道']]
['和田玉之家', ['和田玉', '之', '家', '空', '空'], ['其它类', '广告'], ['深圳市电视台卫视频道']]
['说天下', ['说', '天下', '空', '空', '空'], ['新闻/时事其它', '新闻/时事类'], ['辽宁广播电视台卫视频道']]
['普通的法西斯', ['普通', '的', '法西斯', '空', '空'], ['其它国家电影', '电影类'], ['中央电视台电影频道']]
['末代皇帝传奇', ['末代皇帝', '传奇', '空', '空', '空'], ['历史故事', '电视剧类'], ['云南电视台卫视频道']]
['生活秀', ['生活秀', '空', '空', '空', '空'], ['电影类', '内地电影'], ['BTV-生活']]
['青盲', ['青盲', '空', '空', '空', '空'], ['反特/谍战', '电视剧类'], ['中央电视台电视剧频道']]
['山楂树之恋', ['山楂树', '之恋', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['KUMUSIC和音乐在一起', ['KUMUSIC', '和', '音乐', '在', '一起'], ['音乐类', '演唱会'], ['湖北电视台卫视频道']]
['天生我财', ['天生', '我财', '空', '空', '空'], ['财经类', '股市行情'], ['湖北电视台卫视频道']]
['中国越野拉力赛发车仪式', ['中国', '越野', '拉力赛', '发车', '仪式'], ['体育其它', '体育类'], ['中央电视台体育频道']]
['生活特供', ['生活', '特供', '空', '空', '空'], ['生活服务类', '饮食'], ['BTV-生活']]
['龙之舞', ['龙之舞', '空', '空', '空', '空'], ['亚洲国家电影', '电影类'], ['中央电视台电影频道']]
['健康大讲堂', ['健康', '大讲堂', '空', '空', '空'], ['其它类', '广告'], ['云南电视台卫视频道']]
['爱情公寓第二部', ['爱情', '公寓', '第二部', '空', '空'], ['情景喜剧', '电视剧类'], ['安徽广播电视台卫视频道']]
['家风我父辈祖辈', ['家风', '我', '父辈', '祖辈', '空'], ['专题类', '专题片'], ['天津广播电视台卫视频道']]
['兄弟车行', ['兄弟', '车行', '空', '空', '空'], ['社会伦理', '电视剧类'], ['中央电视台电视剧频道']]
['非缘勿扰', ['非缘', '勿扰', '空', '空', '空'], ['都市生活', '电视剧类'], ['宁夏电视台卫视频道']]
['沉默', ['沉默', '空', '空', '空', '空'], ['警匪', '电视剧类'], ['江西电视台卫视频道']]
['另一个地球', ['另', '一个', '地球', '空', '空'], ['其它国家电影', '电影类'], ['中央电视台电影频道']]
['秋歌', ['秋歌', '空', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['新龙门客栈', ['新', '龙门客栈', '空', '空', '空'], ['港澳台电影', '电影类'], ['中央电视台电影频道']]
['大追踪', ['大', '追踪', '空', '空', '空'], ['港澳台电影', '电影类'], ['重庆电视台卫视频道']]
['中国国际新媒体短片金鹏奖', ['中国', '国际', '新', '媒体', '短片'], ['颁奖晚会', '综艺类'], ['深圳市电视台卫视频道']]
['天使与魔鬼', ['天使', '与', '魔鬼', '空', '空'], ['其它国家电影', '电影类'], ['中央电视台电影频道']]
['玉骐麟仙灵奇域', ['玉骐', '麟', '仙灵', '奇域', '空'], ['动画', '青少类'], ['中央电视台少儿频道']]
['报告教练', ['报告', '教练', '空', '空', '空'], ['真人秀', '综艺类'], ['上海广播电视台东方卫视频道']]
['文化大百科', ['文化', '大', '百科', '空', '空'], ['科普', '专题类'], ['中央电视台综艺频道']]
['骑自行车的女人', ['骑', '自行车', '的', '女人', '空'], ['其它国家电影', '电影类'], ['中央电视台电影频道']]
['世界女篮锦标赛', ['世界', '女篮', '锦标赛', '空', '空'], ['篮球', '体育类'], ['中央电视台体育频道']]
['锦衣卫', ['锦衣卫', '空', '空', '空', '空'], ['港澳台电影', '电影类'], ['中央电视台电影频道']]
['神勇姐妹', ['神勇', '姐妹', '空', '空', '空'], ['港澳台电影', '电影类'], ['BTV-影视']]
['追追追', ['追', '追', '追', '空', '空'], ['罪案', '电视剧类'], ['内蒙古电视台卫视频道']]
['江南奇冤', ['江南', '奇冤', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['宝贝大赢家', ['宝贝', '大赢家', '空', '空', '空'], ['青少综艺', '青少类'], ['福建电视台东南卫视频道']]
['后海不是海', ['后', '海', '不是', '海', '空'], ['都市生活', '电视剧类'], ['上海广播电视台东方卫视频道']]
['樱桃的滋味', ['樱桃', '的', '滋味', '空', '空'], ['其它国家电影', '电影类'], ['中央电视台电影频道']]
['天使艾米丽', ['天使', '艾米丽', '空', '空', '空'], ['其它国家电影', '电影类'], ['中央电视台电影频道']]
['意甲联赛', ['意甲', '联赛', '空', '空', '空'], ['足球', '体育类'], ['中央电视台体育频道']]
['金太狼的幸福生活', ['金太狼', '的', '幸福生活', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['共产党人', ['共产党人', '空', '空', '空', '空'], ['专题类', '专题片'], ['西藏电视台汉语卫视']]
['疯狂的大厨', ['疯狂', '的', '大厨', '空', '空'], ['生活服务类', '饮食'], ['宁夏电视台卫视频道']]
['天生我财午间道', ['天生', '我财', '午间', '道', '空'], ['财经类', '股市行情'], ['湖北电视台卫视频道']]
['特务迷城', ['特务', '迷城', '空', '空', '空'], ['港澳台电影', '电影类'], ['广东电视台卫视频道']]
['穿越经典', ['穿越', '经典', '空', '空', '空'], ['专题类', '专题片'], ['河北电视台卫视频道']]
['午间气象播报', ['午间', '气象', '播报', '空', '空'], ['天气预报', '生活服务类'], ['四川广播电视台卫视频道']]
['女汉子', ['女', '汉子', '空', '空', '空'], ['近代传奇', '电视剧类'], ['北京卫视']]
['咒怨新娘', ['咒怨', '新娘', '空', '空', '空'], ['内地电影', '电影类'], ['四川广播电视台卫视频道']]
['夕阳红', ['夕阳红', '空', '空', '空', '空'], ['专题类', '专题其它'], ['中央电视台社会与法']]
['英雄联盟', ['英雄', '联盟', '空', '空', '空'], ['反特/谍战', '电视剧类'], ['山西广播电视台卫视频道']]
['空间榜样', ['空间', '榜样', '空', '空', '空'], ['家居/房产', '生活服务类'], ['中央电视台财经频道']]
['CCTV音乐厅', ['CCTV', '音乐厅', '空', '空', '空'], ['音乐类', '音乐会'], ['中央电视台音乐频道']]
['超级访问', ['超级', '访问', '空', '空', '空'], ['专题类', '访谈'], ['重庆电视台卫视频道']]
['龙门天成', ['龙门', '天成', '空', '空', '空'], ['专题类', '专题片'], ['中央电视台科教频道']]
['西游记', ['西游记', '空', '空', '空', '空'], ['动画', '青少类'], ['内蒙古电视台卫视频道']]
['民国警花', ['民国', '警花', '空', '空', '空'], ['内地电影', '电影类'], ['四川广播电视台卫视频道']]
